business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Specialty's Cafe & Bakery	22 Battery St, Suite D	San Francisco	CA	94111	37.791546	-122.399597		39047_20151117	2017-11-17	80.0	Routine - Unscheduled	39047_20151117_103114	High risk vermin infestation	High Risk
Pat's Cafe	2330 Taylor St	San Francisco	CA	94133	37.803947	-122.414927		1852_20170130	2017-01-30		Reinspection/Followup			
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20160613	2017-06-13	68.0	Routine - Unscheduled	82123_20160613_103148	No thermometers or uncalibrated thermometers	Low Risk
Bistro Central Parc, Inc	560 Central Ave	San Francisco	CA	94117			+14155937272	82083_20150414	2017-04-14		New Ownership			
Mamanoko	2317 Chestnut St	San Francisco	CA	94123				91270_20170425	2017-04-25		New Ownership			
Zabb	4440 Mission St	San Francisco	CA	94112	37.726489	-122.433485	+14155582455	36160_20171129	2017-11-29	92.0	Routine - Unscheduled	36160_20171129_103144	Unapproved or unmaintained equipment or utensils	Low Risk
20th Century Cafe	198 Gough St	San Francisco	CA	94102				73902_20160504	2017-05-04	90.0	Routine - Unscheduled	73902_20160504_103120	Moderate risk food holding temperature	Moderate Risk
Noriega Produce LLC	3821 Noriega St	San Francisco	CA	94122			+14155560370	82563_20160311	2017-03-11	83.0	Routine - Unscheduled	82563_20160311_103154	Unclean or degraded floors walls or ceilings	Low Risk
Stanza Coffee	3126 16 St	San Francisco	CA	94102			+14155625523	89080_20171201	2017-12-01	92.0	Routine - Unscheduled	89080_20171201_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Mixt Greens	1 Market St	San Francisco	CA	94105	37.794347	-122.394932		68249_20170922	2017-09-22		Foodborne Illness Investigation			
Eddy's Market	951 Irving St	San Francisco	CA	94122			+14155665151	80260_20150519	2017-05-19		New Construction			
BIG MOUTH BURGERS	3392 24th St	San Francisco	CA	94110	37.752158	-122.420362		1002_20161017	2017-10-17		Reinspection/Followup			
Tap (415)	845 Market St #495	San Francisco	CA	94103				80494_20160801	2017-08-01		Reinspection/Followup			
CHS/Hotel G, LLC	398 Geary St	San Francisco	CA	94102				94157_20180103	2017-01-03		New Construction			
AMC-Level #2	1000 Van Ness Ave #2	San Francisco	CA	94109	37.784784	-122.421052		5083_20170921	2017-09-21	90.0	Routine - Unscheduled	5083_20170921_103156	Permit license or inspection report not posted	Low Risk
COLLEGE MARKET	995 ELLIS St	San Francisco	CA	94109	37.783613	-122.422397		5017_20160714	2017-07-14	80.0	Routine - Unscheduled	5017_20160714_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Tenroku Ramen	3251 20th Ave 250c	San Francisco	CA	94132				93234_20171103	2017-11-03	88.0	Routine - Unscheduled	93234_20171103_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Zanze's Cheesecake	2405 Ocean Ave	San Francisco	CA	94127	37.730139	-122.469855	+14155332264	4630_20170304	2017-03-04	96.0	Routine - Unscheduled	4630_20170304_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
El Calamar	Off The Grid	San Francisco	CA					70708_20160713	2017-07-13	79.0	Routine - Unscheduled	70708_20160713_103154	Unclean or degraded floors walls or ceilings	Low Risk
AP's Cafe	4108 24th St	San Francisco	CA	94114			+14155641316	77769_20160503	2017-05-03		Reinspection/Followup			
Liang's Food	1145 Stockton St	San Francisco	CA	94133	37.796393	-122.408374		32570_20170228	2017-02-28	82.0	Routine - Unscheduled	32570_20170228_103150	Improper or defective plumbing	Low Risk
"Taqueria ""Los Coyotes"" #2"	3036 16th St	San Francisco	CA	94103	37.765028	-122.420402		3614_20160509	2017-05-09	84.0	Routine - Unscheduled	3614_20160509_103120	Moderate risk food holding temperature	Moderate Risk
VinDebut LLC	9 West Portal Ave	San Francisco	CA	94127			+14155351136	80819_20150819	2017-08-19		New Construction			
Umami Burger	242 King St	San Francisco	CA	94107				75468_20151214	2017-12-14	77.0	Routine - Unscheduled	75468_20151214_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Pentacle Coffee	64 6th St.	San Francisco	CA	94103				92449_20180122	2017-01-22	94.0	Routine - Unscheduled	92449_20180122_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Drip! Mobile Espresso	Treasure Island Flea Market	San Francisco	CA		0.0	0.0		68500_20160730	2017-07-30	87.0	Routine - Unscheduled	68500_20160730_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Sushi Shoh	406 Dewey Blvd	San Francisco	CA	94116			+14155645268	89624_20161024	2017-10-24		New Ownership			
Starbucks #16839	Pier 1 The Embarcadero	San Francisco	CA	94111	37.794551	-122.39319		68739_20160310	2017-03-10	100.0	Routine - Unscheduled			
Yoppi Yogurt	845 Market St 277	San Francisco	CA	94103	37.784848	-122.406892		64416_20160610	2017-06-10	90.0	Routine - Unscheduled	64416_20160610_103157	Food safety certificate or food handler card not available	Low Risk
SAFEWAY STORES, INC. #995	1335 Webster St	San Francisco	CA	94115	37.783253	-122.431034	+14155924557	3055_20170606	2017-06-06		Complaint	3055_20170606_103105	Improper cooling methods	High Risk
House of Thai	901 LARKIN ST	San Francisco	CA	94109	37.786119	-122.418182		64161_20150904	2017-09-04	82.0	Routine - Unscheduled	64161_20150904_103120	Moderate risk food holding temperature	Moderate Risk
Artis Coffee	537 Octavia St	San Francisco	CA	94102				82395_20150930	2017-09-30	94.0	Routine - Unscheduled	82395_20150930_103139	Improper food storage	Low Risk
Kabob Trolley, LLC	298 King St	San Francisco	CA				+14155895557	69850_20150508	2017-05-08		Non-inspection site visit			
Enjoy Vegetarian Restaurant	754 KIRKHAM St	San Francisco	CA	94122	37.760198	-122.469081		17647_20150623	2017-06-23	86.0	Routine - Unscheduled	17647_20150623_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
HUNAN EMPIRE	2001 Union St #107	San Francisco	CA	94123	37.797443	-122.432537	+14155774735	2724_20160929	2017-09-29	92.0	Routine - Unscheduled	2724_20160929_103120	Moderate risk food holding temperature	Moderate Risk
Fat Angel	1740 O' Farrell St	San Francisco	CA	94115	37.783237	-122.433243		61073_20160624	2017-06-24	92.0	Routine - Unscheduled	61073_20160624_103131	Moderate risk vermin infestation	Moderate Risk
Cafe Bellini	235 Powell St	San Francisco	CA	94102	37.786974	-122.408174		1549_20160205	2017-02-05	83.0	Routine - Unscheduled	1549_20160205_103133	Foods not protected from contamination	Moderate Risk
Lollipot	890 Taraval St	San Francisco	CA	94116			+14155818962	86718_20160624	2017-06-24		New Ownership			
McDonald's	730 Stanyan St	San Francisco	CA	94117			+14155664445	90408_20171012	2017-10-12	85.0	Routine - Unscheduled	90408_20171012_103114	High risk vermin infestation	High Risk
All Good Pizza	1605 Jerrold Ave	San Francisco	CA		37.738998	-122.389778		68842_20180104	2017-01-04	73.0	Routine - Unscheduled	68842_20180104_103133	Foods not protected from contamination	Moderate Risk
Radio Africa & Kitchen	4800 03rd St	San Francisco	CA	94124	37.734652	-122.390872		68131_20171023	2017-10-23		Reinspection/Followup			
Trader Joe's #225	10 4th St.	San Francisco	CA	94103				90273_20170309	2017-03-09		Complaint			
Harbor Villa Restaurant	5238 Diamond Heights Blvd	San Francisco	CA	94131			+14155288883	82134_20150427	2017-04-27		New Ownership	82134_20150427_103142	Unclean nonfood contact surfaces	Low Risk
Hitachino Beer & Wagyu	639 Post St	San Francisco	CA	94109				88105_20170907	2017-09-07	100.0	Routine - Unscheduled			
WING HING RESTAURANT	2550 SAN BRUNO Ave	San Francisco	CA	94134	37.729408	-122.404391		2622_20160622	2017-06-22		Reinspection/Followup			
Leatherneck Steakhouse - Marines' Memorial Assn	609 Sutter St,  12th Floor	San Francisco	CA	94102	37.788954	-122.410467		2924_20161207	2017-12-07	82.0	Routine - Unscheduled	2924_20161207_103120	Moderate risk food holding temperature	Moderate Risk
The Italian Homemade Company	1919 Union St	San Francisco	CA	94123				83575_20170926	2017-09-26	83.0	Routine - Unscheduled	83575_20170926_103120	Moderate risk food holding temperature	Moderate Risk
GORDO TAQUERIA #6	5450 GEARY Blvd	San Francisco	CA	94121	37.780517	-122.477804		1318_20170725	2017-07-25	80.0	Routine - Unscheduled	1318_20170725_103109	Unclean or unsanitary food contact surfaces	High Risk
Fifth St. Cafe Corporation	155 5th St.	San Francisco	CA	94103				91210_20170418	2017-04-18		New Ownership			
Fresca Restaurant	24 WEST PORTAL Ave	San Francisco	CA	94122	37.740502	-122.466192		18824_20170126	2017-01-26	92.0	Routine - Unscheduled	18824_20170126_103120	Moderate risk food holding temperature	Moderate Risk
Cafe Venue	218 Montgomery St	San Francisco	CA	94104	37.791148	-122.402262		1854_20160208	2017-02-08		New Construction			
Whitcomb Hotel Bar & Grill	1231 MARKET St	San Francisco	CA	94103	37.778357	-122.415182	+14155628000	3095_20160630	2017-06-30	85.0	Routine - Unscheduled	3095_20160630_103154	Unclean or degraded floors walls or ceilings	Low Risk
Happy Lounge	3745 Geary Blvd	San Francisco	CA	94118	37.781143	-122.459709		61500_20160224	2017-02-24	100.0	Routine - Unscheduled			
Blueprint Tap Room	680 08th St Ste.#170	San Francisco	CA	94103				78018_20170106	2017-01-06	83.0	Routine - Unscheduled	78018_20170106_103157	Food safety certificate or food handler card not available	Low Risk
H20 Cafe	1330 Polk St	San Francisco	CA	94109	37.789288	-122.420387		62708_20160621	2017-06-21		Reinspection/Followup			
THE CREPEVINE	216 CHURCH St	San Francisco	CA	94114	37.766903	-122.428954	+14155434646	2643_20151022	2017-10-22	87.0	Routine - Unscheduled	2643_20151022_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Hong's Kitchen Restaurant	3917 Noriega St	San Francisco	CA	94122	37.752923	-122.505759		60115_20160809	2017-08-09	67.0	Routine - Unscheduled	60115_20160809_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20160427	2017-04-27	71.0	Routine - Unscheduled	39776_20160427_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
CHINA EXPRESS	2798 MISSION St	San Francisco	CA	94110	37.752408	-122.418535	+14155640881	2357_20160222	2017-02-22	79.0	Routine - Unscheduled	2357_20160222_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Grandma's Deli & Cafe	1551 Mission St	San Francisco	CA	94103				69194_20180323	2017-03-23	88.0	Routine - Unscheduled	69194_20180323_103161	Low risk vermin infestation	Low Risk
Golden Natural Foods	130 Church St	San Francisco	CA	94114	37.768824	-122.429127		36695_20150720	2017-07-20	81.0	Routine - Unscheduled	36695_20150720_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Comstock Saloon	155 Columbus Ave.	San Francisco	CA	94133	37.79668	-122.40498	+14155610071	62702_20150827	2017-08-27		Reinspection/Followup			
Substation	2828 Jones St	San Francisco	CA	94133				87709_20170711	2017-07-11	72.0	Routine - Unscheduled	87709_20170711_103145	Improper storage of equipment utensils or linens	Low Risk
AMC Theatres Metreon 16 - Main Stand	135 04th St  3000	San Francisco	CA	94103	37.784548	-122.40419		18577_20180214	2017-02-14	92.0	Routine - Unscheduled	18577_20180214_103131	Moderate risk vermin infestation	Moderate Risk
Bund Shanghai Restaurant	640 Jackson St	San Francisco	CA	94133			+14155980618	83424_20160301	2017-03-01	81.0	Routine - Unscheduled	83424_20160301_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Casa Mexicana Restaurant	3917 24th St	San Francisco	CA	94114	37.751513	-122.430179		1631_20160906	2017-09-06	77.0	Routine - Unscheduled	1631_20160906_103133	Foods not protected from contamination	Moderate Risk
GEORGE WASHINGTON HIGH SCHOOL	600 32nd Ave	San Francisco	CA	94121	37.777772	-122.492005		5828_20171030	2017-10-30	94.0	Routine - Unscheduled	5828_20171030_103131	Moderate risk vermin infestation	Moderate Risk
Archive Bar & Kitchen	602 Mission St	San Francisco	CA	94105				76513_20170213	2017-02-13	81.0	Routine - Unscheduled	76513_20170213_103154	Unclean or degraded floors walls or ceilings	Low Risk
Hotel Nikko San Francisco	222 Mason St 2nd Foor	San Francisco	CA	94102	37.785556	-122.409438		71510_20171026	2017-10-26	91.0	Routine - Unscheduled	71510_20171026_103103	High risk food holding temperature	High Risk
ST. FRANCIS YACHT CLUB	Foot of Baker Street St	San Francisco	CA	94123	37.800632	-122.436438		3043_20160429	2017-04-29	94.0	Routine - Unscheduled	3043_20160429_103150	Improper or defective plumbing	Low Risk
SF Bay Club -  Court Commisary	150 Greenwich St	San Francisco	CA	94111	37.8032	-122.402841		27472_20160413	2017-04-13	85.0	Routine - Unscheduled	27472_20160413_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
STARBUCKS COFFEE #9215	350 PARNASSUS Ave	San Francisco	CA	94117	37.764027	-122.456159	+14155240256	4841_20160505	2017-05-05		New Construction			
CLEMENT BBQ RESTAURANT	617 CLEMENT St	San Francisco	CA	94118	37.782843	-122.4659		1617_20160601	2017-06-01	77.0	Routine - Unscheduled	1617_20160601_103133	Foods not protected from contamination	Moderate Risk
TAQUERIA SAN JOSE #1	2830 MISSION St	San Francisco	CA	94110	37.751687	-122.418455	+14155280203	2358_20160222	2017-02-22	89.0	Routine - Unscheduled	2358_20160222_103103	High risk food holding temperature	High Risk
Peet's Coffee & Tea	595 Market St  Suite #143	San Francisco	CA	94105	37.789437	-122.401111		39667_20160811	2017-08-11		Structural Inspection			
Goodfellas Pizzeria & Grill	377 Bay St Suite A	San Francisco	CA	94133			+14155391000	80940_20180212	2017-02-12	84.0	Routine - Unscheduled	80940_20180212_103138	Improper storage use or identification of toxic substances	Low Risk
Napoli Market	1756 Stockton St	San Francisco	CA	94133	37.802067	-122.409457		38306_20151007	2017-10-07	94.0	Routine - Unscheduled	38306_20151007_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Pizza Joint	3088 Balboa St	San Francisco	CA	94121			+14155384992	82664_20180208	2017-02-08	86.0	Routine - Unscheduled	82664_20180208_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Rosamunde Sausage Grill	2832 MISSION St	San Francisco	CA	94110	37.751587	-122.418444	+14155307170	61736_20170731	2017-07-31		Reinspection/Followup			
J. Georgie's Donuts and Restaurant	2462 San Bruno Ave	San Francisco	CA					72025_20160526	2017-05-26	75.0	Routine - Unscheduled	72025_20160526_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Pink Onion	64 14th St	San Francisco	CA	94103				90511_20170609	2017-06-09		Non-inspection site visit			
Chung Chou City, Inc #5	1230 Stockton St	San Francisco	CA	94133	37.797178	-122.408477		6734_20160512	2017-05-12	82.0	Routine - Unscheduled	6734_20160512_103108	Contaminated or adulterated food	High Risk
Otoro	205 Oak St	San Francisco	CA	94102	37.774903	-122.423134		58710_20170119	2017-01-19	90.0	Routine - Unscheduled	58710_20170119_103147	Inadequate ventilation or lighting	Low Risk
Sears Fine Food	439 Powell St	San Francisco	CA	94102	37.788823	-122.408554		3482_20170407	2017-04-07	79.0	Routine - Unscheduled	3482_20170407_103123	Food in poor condition	Moderate Risk
Mission's Kitchen	2738 Mission St	San Francisco	CA	94110			+14155641577	68390_20160919	2017-09-19		Reinspection/Followup			
North Beach Gyros	701 Union St	San Francisco	CA	94133				78621_20180108	2017-01-08	86.0	Routine - Unscheduled	78621_20180108_103133	Foods not protected from contamination	Moderate Risk
The Inn at Union Square	440 Post St	San Francisco	CA	94102				85646_20180319	2017-03-19	100.0	Routine - Unscheduled			
Mission Asia Noodle	5249 Mission St.	San Francisco	CA	94112				89847_20170630	2017-06-30		New Construction			
Dragon Papa	752 Grant Ave	San Francisco	CA	94108				83603_20171129	2017-11-29	90.0	Routine - Unscheduled	83603_20171129_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
CAFE MUMS	1800 SUTTER St	San Francisco	CA	94115	37.786498	-122.430283	+14155936986	1724_20160309	2017-03-09	86.0	Routine - Unscheduled	1724_20160309_103120	Moderate risk food holding temperature	Moderate Risk
Wild Hare	2801 California St	San Francisco	CA	94115			+14156622408	87542_20160503	2017-05-03	91.0	Routine - Unscheduled	87542_20160503_103154	Unclean or degraded floors walls or ceilings	Low Risk
Beloved Cafe	3338 24th St	San Francisco	CA	94110			+14155540477	87782_20160920	2017-09-20		New Construction			
San Francisco Tennis Club	645 05th St	San Francisco	CA	94107	37.776109	-122.398082		58745_20170829	2017-08-29	83.0	Routine - Unscheduled	58745_20170829_103148	No thermometers or uncalibrated thermometers	Low Risk
Trader Joe's #225	10 4th St.	San Francisco	CA	94103				90273_20170131	2017-01-31		New Construction			
PEET'S COFFEE & TEA	2257 MARKET St	San Francisco	CA	94114	37.764947	-122.432012	+14155626416	5000_20170628	2017-06-28	90.0	Routine - Unscheduled	5000_20170628_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
JAVA SUPREME	0703 GUERRERO St	San Francisco	CA	94110	37.759934	-122.423553	+14155201832	1243_20150728	2017-07-28	91.0	Routine - Unscheduled	1243_20150728_103114	High risk vermin infestation	High Risk
WAN KEE RESTAURANT	2152 MISSION St	San Francisco	CA	94110	37.762527	-122.419475	+14155864138	2649_20170831	2017-08-31	76.0	Routine - Unscheduled	2649_20170831_103142	Unclean nonfood contact surfaces	Low Risk
Tacos Santo Toribio	928 Toland	San Francisco	CA				+14155509190	91313_20171115	2017-11-15		Reinspection/Followup			
Pera	1457 18th St	San Francisco	CA	94107	37.762493	-122.397073		61460_20180125	2017-01-25	83.0	Routine - Unscheduled	61460_20180125_103114	High risk vermin infestation	High Risk
Starbucks Coffee (Store #9743)	425 Battery St	San Francisco	CA	94111	37.795366	-122.400435		16286_20171215	2017-12-15		Reinspection/Followup			
VILLA D'ESTE	2623 OCEAN Ave	San Francisco	CA	94132	37.731781	-122.47359	+14155330580	3262_20170323	2017-03-23	90.0	Routine - Unscheduled	3262_20170323_103147	Inadequate ventilation or lighting	Low Risk
Phillies	932 GENEVA Ave	San Francisco	CA	94112	37.716165	-122.440572		60628_20180305	2017-03-05	94.0	Routine - Unscheduled	60628_20180305_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
China Fun Express	211 Kearny St	San Francisco	CA	94108	37.790055	-122.403915		57698_20160303	2017-03-03	78.0	Routine - Unscheduled	57698_20160303_103109	Unclean or unsanitary food contact surfaces	High Risk
Sno-Crave Tea House	1181 Ocean Ave	San Francisco	CA	94112			+14158892323	89143_20170127	2017-01-27	92.0	Routine - Unscheduled	89143_20170127_103143	Inadequate warewashing facilities or equipment	Low Risk
Holiday Inn ExpressHotel - Pantry Kitchen	550 North Point St	San Francisco	CA	94133	37.806288	-122.416244		2869_20160502	2017-05-02	100.0	Routine - Unscheduled			
Slurp Noodle Bar	469 Castro St	San Francisco	CA	94114			+14155556633	81651_20170123	2017-01-23		Reinspection/Followup			
KIM HOANG CAFE & FAST FOOD	246-250 LEAVENWORTH ST	San Francisco	CA	94102	37.783249	-122.414065		14577_20170410	2017-04-10	79.0	Routine - Unscheduled	14577_20170410_103114	High risk vermin infestation	High Risk
Delicious Dim Sum	572 Jackson St	San Francisco	CA	94133	37.795974	-122.407574		880_20161011	2017-10-11	84.0	Routine - Unscheduled	880_20161011_103121	Inadequate procedures or records for time as a public health control	Moderate Risk
Golden Lotus	631 Larkin St	San Francisco	CA	94109				74371_20160602	2017-06-02	92.0	Routine - Unscheduled	74371_20160602_103132	Improper thawing methods	Moderate Risk
NAPOLI PIZZA RESTAURANT	1045 POLK St	San Francisco	CA	94109	37.786545	-122.419894	+14155882222	320_20171010	2017-10-10		Reinspection/Followup			
Courtney's Produce II	101 CASTRO St	San Francisco	CA	94114	37.767194	-122.435576	+14155621850	4479_20180201	2017-02-01	82.0	Routine - Unscheduled	4479_20180201_103120	Moderate risk food holding temperature	Moderate Risk
TOMMYS MEXICAN RESTAURANT	5929 GEARY Blvd	San Francisco	CA	94121	37.780083	-122.483108		3229_20161031	2017-10-31	84.0	Routine - Unscheduled	3229_20161031_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Coriander Gourmet Thai	845 Market St FE-4	San Francisco	CA	94103	37.784848	-122.406892	+14155530800	27793_20160927	2017-09-27	83.0	Routine - Unscheduled	27793_20160927_103142	Unclean nonfood contact surfaces	Low Risk
Little Vietnam Cafe	309 06th Ave	San Francisco	CA	94118				76676_20170828	2017-08-28	72.0	Routine - Unscheduled	76676_20170828_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Guzman's Produce Market, Inc.	5229 MISSION St	San Francisco	CA	94112	37.71514	-122.441997		62573_20160810	2017-08-10	80.0	Routine - Unscheduled	62573_20160810_103107	Improper reheating of food	High Risk
Tekka House	678 Chenery St	San Francisco	CA	94131			+14155918891	90588_20170413	2017-04-13	90.0	Routine - Unscheduled	90588_20170413_103128	Consumer advisory not provided for raw or undercooked foods	Moderate Risk
ST. ANNE	1320 14th Ave	San Francisco	CA	94122	37.763403	-122.471582		5960_20171129	2017-11-29		Non-inspection site visit			
The Golden West	8 Trinity Pl	San Francisco	CA	94104	37.790053	-122.402586	+14155270896	63493_20171228	2017-12-28	78.0	Routine - Unscheduled	63493_20171228_103138	Improper storage use or identification of toxic substances	Low Risk
EL VALENCIANO	1153 VALENCIA St	San Francisco	CA	94110	37.754434	-122.420846	+14155829561	3757_20150422	2017-04-22	96.0	Routine - Unscheduled	3757_20150422_103143	Inadequate warewashing facilities or equipment	Low Risk
The Aventine	582 Washington St	San Francisco	CA	94111	37.795588	-122.403022		39076_20160407	2017-04-07		Reinspection/Followup			
Pho Dong Huong	667 Monterey Blvd	San Francisco	CA	94127			+14155495048	90236_20171102	2017-11-02		Reinspection/Followup	90236_20171102_103162	Other low risk violation	Low Risk
Marina Sushi Bar	2020 LOMBARD St	San Francisco	CA	94123	37.800028	-122.434864	+14155332767	63893_20160920	2017-09-20	90.0	Routine - Unscheduled	63893_20160920_103161	Low risk vermin infestation	Low Risk
Mike Market	2200 SILVER Ave	San Francisco	CA	94124	37.736484	-122.398418		23273_20170119	2017-01-19	94.0	Routine - Unscheduled	23273_20170119_103157	Food safety certificate or food handler card not available	Low Risk
Glaze Teriyaki	1946 FILLMORE St	San Francisco	CA	94115	37.787778	-122.433557	+14155779878	71287_20180110	2017-01-10	86.0	Routine - Unscheduled	71287_20180110_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Aatame LLC dba Wetzel's Pretzel	3251 20th Ave	San Francisco	CA	94132			+14155507742	88461_20170315	2017-03-15	96.0	Routine - Unscheduled	88461_20170315_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
House of Thai	901 LARKIN ST	San Francisco	CA	94109	37.786119	-122.418182		64161_20170626	2017-06-26		Reinspection/Followup			
Thailand Restaurant	438A CASTRO St	San Francisco	CA	94114	37.761757	-122.435151		35784_20170915	2017-09-15	87.0	Routine - Unscheduled	35784_20170915_103133	Foods not protected from contamination	Moderate Risk
Annie's Hot Dogs	Stockton & O'Farrell St (N/W)	San Francisco	CA	94102	37.779847	-122.418985		5434_20160622	2017-06-22	98.0	Routine - Unscheduled	5434_20160622_103157	Food safety certificate or food handler card not available	Low Risk
Fair Trade Cafe LLC	75 Hawthorne St	San Francisco	CA	94105				88099_20160815	2017-08-15		New Construction			
Boxed Foods Company	245 Kearny St	San Francisco	CA	94108	37.790453	-122.403994		10625_20160505	2017-05-05	84.0	Routine - Unscheduled	10625_20160505_103143	Inadequate warewashing facilities or equipment	Low Risk
The Huge Hotdog Concession	1300 Polk St	San Francisco	CA	94109			+14150916067	88489_20160916	2017-09-16		New Construction			
MICHAELIS WINE & SPIRITS	2198 UNION St	San Francisco	CA	94123	37.797138	-122.435334	+14155925700	4716_20170925	2017-09-25	88.0	Routine - Unscheduled	4716_20170925_103129	Insufficient hot water or running water	Moderate Risk
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20170908	2017-09-08		Reinspection/Followup			
Kufu-Ya Japanese Restaurant Inc.	7001 Geary Blvd	San Francisco	CA	94121			+14155534526	81862_20180301	2017-03-01	85.0	Routine - Unscheduled	81862_20180301_103142	Unclean nonfood contact surfaces	Low Risk
Pizza Joint	2414 San Bruno Ave	San Francisco	CA	94134	37.732008	-122.405471		34144_20171106	2017-11-06		Non-inspection site visit			
Hakka Restaurant	4401 A Cabrillo St Suite A	San Francisco	CA	94121			+14155876898	75139_20160713	2017-07-13	62.0	Routine - Unscheduled	75139_20160713_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Stanza	1673 Haight St	San Francisco	CA	94117	37.769563	-122.450097		66771_20180308	2017-03-08		Reinspection/Followup			
Imperial Palace	818 Washington St	San Francisco	CA	94108	37.795138	-122.406863		18480_20160920	2017-09-20	83.0	Routine - Unscheduled	18480_20160920_103109	Unclean or unsanitary food contact surfaces	High Risk
PEBBLE'S CAFE	2852 Diamond St	San Francisco	CA	94131	37.73382	-122.434093	+14155332270	1381_20170822	2017-08-22	92.0	Routine - Unscheduled	1381_20170822_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Bon Appetit Management Co.	1455 Market St 4th Fl	San Francisco	CA	94103				87469_20170626	2017-06-26	100.0	Routine - Unscheduled			
Diamond Cafe	751 Diamond St	San Francisco	CA	94114			+14155289551	77427_20160503	2017-05-03	94.0	Routine - Unscheduled	77427_20160503_103161	Low risk vermin infestation	Low Risk
Silk Road	3251 20th Ave  6525	San Francisco	CA	94132			+14155730052	83834_20160712	2017-07-12	96.0	Routine - Unscheduled	83834_20160712_103157	Food safety certificate or food handler card not available	Low Risk
Sabor De San Miguel	3263 MISSION St	San Francisco	CA	94110	37.744726	-122.420395	+14155645866	1337_20161103	2017-11-03	88.0	Routine - Unscheduled	1337_20161103_103142	Unclean nonfood contact surfaces	Low Risk
Swamp Restaurant	5423 Geary Blvd	San Francisco	CA	94121			+14155872828	90256_20170105	2017-01-05	90.0	Routine - Unscheduled	90256_20170105_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Sunset Senior Center	2601 40th Ave	San Francisco	CA	94116	37.738334	-122.497977		6012_20150902	2017-09-02	100.0	Routine - Unscheduled			
Maysoon's Pizza	829 Geary St	San Francisco	CA	94109				85240_20151104	2017-11-04	86.0	Routine - Unscheduled	85240_20151104_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Arizmendi Bakery	1268 Valencia St	San Francisco	CA	94110	37.752612	-122.420769		64116_20160810	2017-08-10		Complaint			
HOTEL UTAH SALOON, THE	500 04th St	San Francisco	CA	94107	37.779522	-122.398104		3072_20180226	2017-02-26		Reinspection/Followup			
Alice Chinese Bistro	420 Judah St	San Francisco	CA	94122			+14155676491	83048_20150623	2017-06-23		New Ownership	83048_20150623_103133	Foods not protected from contamination	Moderate Risk
Lahore Karahi	612 O'Farrell St	San Francisco	CA	94109	37.785635	-122.414779		69016_20160304	2017-03-04	65.0	Routine - Unscheduled	69016_20160304_103114	High risk vermin infestation	High Risk
SEA BREEZE CAFE	3940 JUDAH St	San Francisco	CA	94122	37.760508	-122.504572		1712_20170202	2017-02-02		New Construction			
Nande-Ya	1737 Post St 375	San Francisco	CA	94115			+14153685768	89059_20170405	2017-04-05		Reinspection/Followup			
Good Life Grocery, The	448 CORTLAND Ave	San Francisco	CA	94110	37.739053	-122.416683	+14155643221	4797_20170502	2017-05-02	90.0	Routine - Unscheduled	4797_20170502_103120	Moderate risk food holding temperature	Moderate Risk
