business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Las Palmas on SF	5251 3rd St.	San Francisco	CA	94124				93361_20171219	2017-12-19	90.0	Routine - Unscheduled	93361_20171219_103129	Insufficient hot water or running water	Moderate Risk
Jane	925 Larkin St	San Francisco	CA	94109				76685_20170801	2017-08-01	80.0	Routine - Unscheduled	76685_20170801_103105	Improper cooling methods	High Risk
Trader Joe's #236	265 Winston Dr	San Francisco	CA	94132	37.726891	-122.475673	+14155661835	39862_20170420	2017-04-20		Reinspection/Followup	39862_20170420_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Sun Rise Restaurant	3126 24th St	San Francisco	CA	94110	37.752508	-122.414681		1727_20170315	2017-03-15	87.0	Routine - Unscheduled	1727_20170315_103120	Moderate risk food holding temperature	Moderate Risk
Dinosaurs	18 Boardman Pl	San Francisco	CA	94103				79432_20170627	2017-06-27	90.0	Routine - Unscheduled	79432_20170627_103120	Moderate risk food holding temperature	Moderate Risk
SAFEWAY STORES, INC. #995	1335 Webster St	San Francisco	CA	94115	37.783253	-122.431034	+14155924557	3055_20150921	2017-09-21		New Construction			
CAFE V	1525 FOLSOM St	San Francisco	CA	94103	37.771538	-122.414372		1452_20171205	2017-12-05	89.0	Routine - Unscheduled	1452_20171205_103132	Improper thawing methods	Moderate Risk
YOU SEE SUSHI	94 JUDAH St	San Francisco	CA	94122	37.762378	-122.462692	+14155684010	591_20180206	2017-02-06	89.0	Routine - Unscheduled	591_20180206_103142	Unclean nonfood contact surfaces	Low Risk
Gestalt	3159 16th St	San Francisco	CA	94103	37.764803	-122.423309		19171_20160912	2017-09-12	94.0	Routine - Unscheduled	19171_20160912_103161	Low risk vermin infestation	Low Risk
Kaiser Permanente Nutrition - 5th floor	2425 Geary Blvd	San Francisco	CA	94115	37.782683	-122.443697		9797_20150429	2017-04-29	100.0	Routine - Unscheduled			
NEW EMMY'S RESTAURANT	1923 OCEAN Ave	San Francisco	CA	94127	37.725404	-122.462776	+14155728615	2808_20160520	2017-05-20		Reinspection/Followup	2808_20160520_103154	Unclean or degraded floors walls or ceilings	Low Risk
Bamboo Asia	41 Montgomery St	San Francisco	CA	94101	37.774998	-122.418299		65856_20170821	2017-08-21		Complaint	65856_20170821_103150	Improper or defective plumbing	Low Risk
Super Duper	783 Mission St #1010	San Francisco	CA	94103	37.784758	-122.403837		68831_20171114	2017-11-14	83.0	Routine - Unscheduled	68831_20171114_103139	Improper food storage	Low Risk
Street Taco	1607 Haight St	San Francisco	CA	94117				79052_20151021	2017-10-21	90.0	Routine - Unscheduled	79052_20151021_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Vive La Tarte	1160 Howard St	San Francisco	CA	94103				78705_20151221	2017-12-21		New Construction			
B44	44 Belden Pl	San Francisco	CA	94104	37.791278	-122.403748		1831_20170913	2017-09-13	87.0	Routine - Unscheduled	1831_20170913_103103	High risk food holding temperature	High Risk
Halal Cart SF	1 Market St	San Francisco	CA	94105				87628_20170628	2017-06-28	82.0	Routine - Unscheduled	87628_20170628_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Barry's Bootcamp	333 Bush St Ste. 101	San Francisco	CA	94104				89598_20170419	2017-04-19		New Ownership			
The Olympic Club Restaurant	524 Post St 2nd Floor	San Francisco	CA	94102	37.787978	-122.410904		34354_20170207	2017-02-07	88.0	Routine - Unscheduled	34354_20170207_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Aroma Buena Catering, Inc	1566 Carroll Ave.	San Francisco	CA	94124				92428_20170901	2017-09-01	100.0	Routine - Unscheduled			
J.T. Restaurant/Catering	953 MISSION St 100	San Francisco	CA	94103	37.781843	-122.407517		63447_20160531	2017-05-31	89.0	Routine - Unscheduled	63447_20160531_103103	High risk food holding temperature	High Risk
S. F. Chowder A Chili Cart	Pier 39	San Francisco	CA	94133	37.80824	-122.410189		5653_20170928	2017-09-28	94.0	Routine - Unscheduled	5653_20170928_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Crazy Sushi	3319 Mission St	San Francisco	CA	94110			+14155307691	74312_20160226	2017-02-26	78.0	Routine - Unscheduled	74312_20160226_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
MENKEE WONTON	1701 Noriega St	San Francisco	CA	94122	37.753954	-122.481866		35702_20180306	2017-03-06	61.0	Routine - Unscheduled	35702_20180306_103103	High risk food holding temperature	High Risk
EXTREME PIZZA	1980 UNION St	San Francisco	CA	94123	37.797578	-122.431883	+14155928234	2555_20171017	2017-10-17	94.0	Routine - Unscheduled	2555_20171017_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Piccolo Italia Pizza	799 O'Farrell St	San Francisco	CA	94109	37.785121	-122.417854		34910_20161019	2017-10-19	88.0	Routine - Unscheduled	34910_20161019_103142	Unclean nonfood contact surfaces	Low Risk
RADMAN'S PRODUCE MARKET	201D TURK St	San Francisco	CA	94102	37.782939	-122.412479		7276_20170321	2017-03-21	82.0	Routine - Unscheduled	7276_20170321_103141	Improper food labeling or menu misrepresentation	Low Risk
Fish and Farm	424 Clay St	San Francisco	CA	94111				82677_20160823	2017-08-23		Reinspection/Followup			
Geneva Bubble Tea	981 Geneva Ave	San Francisco	CA	94112	37.715871	-122.439703		68890_20150617	2017-06-17		Reinspection/Followup	68890_20150617_103109	Unclean or unsanitary food contact surfaces	High Risk
Crustacean	1475 Polk St	San Francisco	CA	94109	37.790324	-122.420664		3048_20171120	2017-11-20	83.0	Routine - Unscheduled	3048_20171120_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Judahlicious Juice	3906 Judah st	San Francisco	CA	94122	37.760528	-122.503991		13838_20170703	2017-07-03		Non-inspection site visit	13838_20170703_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Bamboo Asia	41 Montgomery St	San Francisco	CA	94101	37.774998	-122.418299		65856_20160825	2017-08-25	77.0	Routine - Unscheduled	65856_20160825_103131	Moderate risk vermin infestation	Moderate Risk
Taqueria El Farolito #10	358 Beach St	San Francisco	CA	94133				79961_20150825	2017-08-25	80.0	Routine - Unscheduled	79961_20150825_103157	Food safety certificate or food handler card not available	Low Risk
Mustafio's Pizza	1116 Polk St	San Francisco	CA	94109				87615_20171208	2017-12-08	94.0	Routine - Unscheduled	87615_20171208_103157	Food safety certificate or food handler card not available	Low Risk
The Front Porch	65 29th St A	San Francisco	CA	94110	37.743943	-122.421988		21807_20160610	2017-06-10		Reinspection/Followup			
San Francisco Proper Hotel	1100 Market St 1st Floor	San Francisco	CA	94102				92201_20170630	2017-06-30		New Construction			
Indian Oven	233 Fillmore St	San Francisco	CA	94117	37.771682	-122.430427		63287_20170612	2017-06-12	65.0	Routine - Unscheduled	63287_20170612_103108	Contaminated or adulterated food	High Risk
June Jordan	325 La Grande Ave	San Francisco	CA	94112	37.719719	-122.425581	+14155464547	5860_20160921	2017-09-21	100.0	Routine - Unscheduled			
Loving Hut Vegan Cuisine	845 Market St FE12	San Francisco	CA	94103	37.784848	-122.406892		62769_20160927	2017-09-27	85.0	Routine - Unscheduled	62769_20160927_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Hollow Cow	1875 Union St	San Francisco	CA	94123				86160_20171117	2017-11-17	86.0	Routine - Unscheduled	86160_20171117_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
ARIAKE	5041 Geary Blvd	San Francisco	CA	94118	37.780523	-122.47358		2667_20170707	2017-07-07	78.0	Routine - Unscheduled	2667_20170707_103103	High risk food holding temperature	High Risk
Elks Club	450 Post St, 3rd Floor	San Francisco	CA	94102	37.788188	-122.409284		2928_20170831	2017-08-31	94.0	Routine - Unscheduled	2928_20170831_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Downtown High School	693 VERMONT St	San Francisco	CA	94107	37.761354	-122.404146	+14155695866	5895_20150518	2017-05-18	100.0	Routine - Unscheduled			
David's Deli & Bistro	474 Geary St	San Francisco	CA	94102				72004_20161103	2017-11-03	80.0	Routine - Unscheduled	72004_20161103_103114	High risk vermin infestation	High Risk
Tokyo Express Battery	77 Battery St Suite 100	San Francisco	CA	94111				75681_20171017	2017-10-17	78.0	Routine - Unscheduled	75681_20171017_103154	Unclean or degraded floors walls or ceilings	Low Risk
Star Bagels	1475 Polk St	San Francisco	CA	94109	37.790324	-122.420664		1144_20160929	2017-09-29	79.0	Routine - Unscheduled	1144_20160929_103156	Permit license or inspection report not posted	Low Risk
Red Sea Pizza and Market	1801 San Jose Ave	San Francisco	CA	94112				89969_20170215	2017-02-15		Reinspection/Followup	89969_20170215_103133	Foods not protected from contamination	Moderate Risk
Pho Ha Tien	1900 OCEAN Ave	San Francisco	CA	94127	37.725306	-122.462261		19138_20160602	2017-06-02	84.0	Routine - Unscheduled	19138_20160602_103144	Unapproved or unmaintained equipment or utensils	Low Risk
AT&T - CART 49/ SOUP CLAM CHOW v [145136]	24 WILLIE MAYS PLAZA	San Francisco	CA	94107			+14155971500	5467_20150419	2017-04-19	100.0	Routine - Unscheduled			
Alice Chinese Bistro	420 Judah St	San Francisco	CA	94122			+14155676491	83048_20150923	2017-09-23		New Ownership			
PORTICO	245 MARKET St #3	San Francisco	CA	94103	37.792875	-122.396728		3892_20170621	2017-06-21	79.0	Routine - Unscheduled	3892_20170621_103105	Improper cooling methods	High Risk
Mo'z Cafe, Inc.	36 05th St	San Francisco	CA	94103				81508_20160901	2017-09-01		New Ownership			
Creightons Cheese and Fine Foods	673 Portola Dr	San Francisco	CA	94127			+14155750750	79563_20170913	2017-09-13	83.0	Routine - Unscheduled	79563_20170913_103139	Improper food storage	Low Risk
77 Chinese Cuisine	77 Battery St	San Francisco	CA	94111	37.791984	-122.399754		35659_20160527	2017-05-27	65.0	Routine - Unscheduled	35659_20160527_103103	High risk food holding temperature	High Risk
Pepper Palace	2800 Leavenworth St #A7	San Francisco	CA	94109				78985_20170906	2017-09-06	88.0	Routine - Unscheduled	78985_20170906_103138	Improper storage use or identification of toxic substances	Low Risk
Paprika	3324 24th St	San Francisco	CA	94110			+14155371477	78762_20171107	2017-11-07	94.0	Routine - Unscheduled	78762_20171107_103129	Insufficient hot water or running water	Moderate Risk
7-Eleven #2366-34977	527 Sutter St	San Francisco	CA	94102	37.789118	-122.409048		67063_20170705	2017-07-05	72.0	Routine - Unscheduled	67063_20170705_103138	Improper storage use or identification of toxic substances	Low Risk
North Beach Pizza	1462 Grant Ave	San Francisco	CA	94133	37.800428	-122.407517		58611_20161007	2017-10-07		Reinspection/Followup			
Zona Rosa	1797 Haight St	San Francisco	CA	94117	37.769363	-122.451667	+14155667717	1159_20150820	2017-08-20	87.0	Routine - Unscheduled	1159_20150820_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
CALIFORNIA TENNIS CLUB	1770 Scott St	San Francisco	CA	94115	37.786463	-122.437657		625_20150625	2017-06-25	96.0	Routine - Unscheduled	625_20150625_103154	Unclean or degraded floors walls or ceilings	Low Risk
Dottie's True Blue Cafe	28 6th St.	San Francisco	CA	94103				92537_20180302	2017-03-02		Reinspection/Followup			
Sarku Japan	865 Market St Space#C08	San Francisco	CA	94103	37.784317	-122.407563		69351_20171207	2017-12-07	85.0	Routine - Unscheduled	69351_20171207_103142	Unclean nonfood contact surfaces	Low Risk
IL PIRATA	2007 16th St	San Francisco	CA	94103	37.765794	-122.406848		3613_20171116	2017-11-16	68.0	Routine - Unscheduled	3613_20171116_103102	Unclean hands or improper use of gloves	High Risk
Golden City Inn	5131 03rd St	San Francisco	CA	94124	37.731902	-122.391576		61494_20161129	2017-11-29	78.0	Routine - Unscheduled	61494_20161129_103131	Moderate risk vermin infestation	Moderate Risk
Fisherman's Pizzeria Inc [#50]	2800 Leavenworth St	San Francisco	CA	94133	37.807167	-122.418936		1754_20150512	2017-05-12		Reinspection/Followup			
Blue Iguana	600 Monterey Blvd	San Francisco	CA	94127				86742_20171020	2017-10-20	89.0	Routine - Unscheduled	86742_20171020_103121	Inadequate procedures or records for time as a public health control	Moderate Risk
Kama Sushi Soma	294 09th St	San Francisco	CA	94103	37.774722	-122.406761		68672_20150407	2017-04-07	64.0	Routine - Unscheduled	68672_20150407_103139	Improper food storage	Low Risk
Lady Falcon Coffee Club	Beach Chalet Soccer Field Parking Lot	San Francisco	CA					85602_20170124	2017-01-24		Structural Inspection			
The Epicurian Trader	1909 A Union St	San Francisco	CA	94123				89133_20170705	2017-07-05	88.0	Routine - Unscheduled	89133_20170705_103131	Moderate risk vermin infestation	Moderate Risk
Rosa Parks Elementary School	1501 O'Farrell St	San Francisco	CA	94115	37.783604	-122.430141	+14155745519	5835_20150918	2017-09-18		Reinspection/Followup			
ALEXIS APARTMENTS SR. MEALS PROGRAM	390 CLEMENTINA St	San Francisco	CA	941033148				6029_20171002	2017-10-02	88.0	Routine - Unscheduled	6029_20171002_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Golden Kim Tar Restaurant	434 Larkin St	San Francisco	CA	94102	37.7818732867098	-122.417147		34676_20160603	2017-06-03		Reinspection/Followup			
AFC SUSHI @SAFEWAY 2606	298 KING STREET	San Francisco	CA	94107	37.776491	-122.394175		13671_20180227	2017-02-27	89.0	Routine - Unscheduled	13671_20180227_103102	Unclean hands or improper use of gloves	High Risk
Los Compadres Catering (Lic #6K19267)	100 Folsom St	San Francisco	CA	94105	37.789953	-122.391209	+14155948119	18256_20150819	2017-08-19	81.0	Routine - Unscheduled	18256_20150819_103172	Mobile food facility with unapproved operating conditions	High Risk
Judahlicious Juice	3906 Judah st	San Francisco	CA	94122	37.760528	-122.503991		13838_20170703	2017-07-03		Non-inspection site visit	13838_20170703_103157	Food safety certificate or food handler card not available	Low Risk
Vallarta's Taco Bar	2022 Mission St	San Francisco	CA	94110			+14155258810	81106_20160811	2017-08-11	60.0	Routine - Unscheduled	81106_20160811_103132	Improper thawing methods	Moderate Risk
Noeteca	1551 Dolores St	San Francisco	CA	94110			+14155825524	90010_20170823	2017-08-23	92.0	Routine - Unscheduled	90010_20170823_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Miller's East Coast Deli	1725 Polk St	San Francisco	CA	94109	37.792784	-122.421164		33442_20170830	2017-08-30		Reinspection/Followup			
Pink Onion	64 14th St	San Francisco	CA	94103				90511_20170215	2017-02-15		New Ownership			
New Golden Daisy	1041 Stockton St	San Francisco	CA	94108	37.795594	-122.408204		4607_20170228	2017-02-28	84.0	Routine - Unscheduled	4607_20170228_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Lite Bite	1796 Union St	San Francisco	CA	94123	37.797978	-122.428754		66896_20160408	2017-04-08	96.0	Routine - Unscheduled	66896_20160408_103139	Improper food storage	Low Risk
Begoni Bistro	615 Jackson St	San Francisco	CA	94133				76876_20151204	2017-12-04	74.0	Routine - Unscheduled	76876_20151204_103142	Unclean nonfood contact surfaces	Low Risk
Thai Spice Restaurant	1730 Polk St	San Francisco	CA	94109	37.792677	-122.421036		2066_20180307	2017-03-07	88.0	Routine - Unscheduled	2066_20180307_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
MARINA SUPER	2323 CHESTNUT St	San Francisco	CA	94123	37.800124	-122.441497		3875_20150728	2017-07-28		Complaint			
SF Wraps	255 Kearny st.	San Francisco	CA	94108	37.790593	-122.404024		37717_20160303	2017-03-03	94.0	Routine - Unscheduled	37717_20160303_103133	Foods not protected from contamination	Moderate Risk
Guckenheimer@Google One Market	1 Market St	San Francisco	CA	94105				85047_20151201	2017-12-01		New Construction			
Luen Fat Market	1135 Stockton St	San Francisco	CA	94133	37.796303	-122.408354		6962_20170828	2017-08-28	90.0	Routine - Unscheduled	6962_20170828_103138	Improper storage use or identification of toxic substances	Low Risk
Crazy Pepper	2257 San Jose Ave	San Francisco	CA	94112			+14155738687	81667_20170426	2017-04-26		Complaint	81667_20170426_103133	Foods not protected from contamination	Moderate Risk
GEORGE'S ZOO	2560 SLOAT Blvd	San Francisco	CA	94116	37.735488	-122.501599		4842_20170209	2017-02-09	90.0	Routine - Unscheduled	4842_20170209_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Slanted Door Restaurant	1 Ferry Building #3	San Francisco	CA	94111	37.795225	-122.39377		10540_20170605	2017-06-05		Complaint	10540_20170605_103120	Moderate risk food holding temperature	Moderate Risk
Pasilla	359 Kearny St	San Francisco	CA	94108	37.791534	-122.404214		37115_20170922	2017-09-22	83.0	Routine - Unscheduled	37115_20170922_103157	Food safety certificate or food handler card not available	Low Risk
Eclectic Cookery	101 Horne Ave	San Francisco	CA					77913_20150526	2017-05-26	98.0	Routine - Unscheduled	77913_20150526_103154	Unclean or degraded floors walls or ceilings	Low Risk
Diller's Delicatessen	348 Pine St	San Francisco	CA	94104	37.792059	-122.40178		1856_20170623	2017-06-23	81.0	Routine - Unscheduled	1856_20170623_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Parada 22	1805 HAIGHT St	San Francisco	CA	94117	37.769303	-122.451961	+14155904077	62051_20150904	2017-09-04		Reinspection/Followup			
Workshop Cafe	180 Montgomery St Ste. 100	San Francisco	CA	94104				75029_20170911	2017-09-11	96.0	Routine - Unscheduled	75029_20170911_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Manna	845 Irving St	San Francisco	CA	94122	37.763983	-122.46709		65382_20160921	2017-09-21	87.0	Routine - Unscheduled	65382_20160921_103103	High risk food holding temperature	High Risk
SF Wraps	255 Kearny st.	San Francisco	CA	94108	37.790593	-122.404024		37717_20160303	2017-03-03	94.0	Routine - Unscheduled	37717_20160303_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Ruru Juice LLC	1111 08th St	San Francisco	CA	94107			+14150968087	84558_20170507	2017-05-07	94.0	Routine - Unscheduled	84558_20170507_103157	Food safety certificate or food handler card not available	Low Risk
LOWELL HIGH SCHOOL	1101 EUCALYPTUS Dr	San Francisco	CA	94132	37.731027	-122.483578	+14155752748	5802_20170126	2017-01-26	100.0	Routine - Unscheduled			
TACO LOS ALTOS	737 CORTLAND Ave	San Francisco	CA	94110	37.738979	-122.414971		580_20150820	2017-08-20	93.0	Routine - Unscheduled	580_20150820_103105	Improper cooling methods	High Risk
ANGELINA'S DELI-CAFE & CATERING	6000 CALIFORNIA St	San Francisco	CA	94121	37.784038	-122.481982		826_20160523	2017-05-23	83.0	Routine - Unscheduled	826_20160523_103102	Unclean hands or improper use of gloves	High Risk
ALICE FONG YU ELEMENTARY SCHOOL	1541 12th Ave	San Francisco	CA	94122	37.759386	-122.469292	+14155752764	5839_20160909	2017-09-09	100.0	Routine - Unscheduled			
Cordova Market	301 ROLPH St	San Francisco	CA	94112	37.713426	-122.436347		65350_20170307	2017-03-07	88.0	Routine - Unscheduled	65350_20170307_103129	Insufficient hot water or running water	Moderate Risk
ALVARADO ELEMENTARY SCHOOL	625  DOUGLASS St	San Francisco	CA	94114	37.753684	-122.438696	+14155695695	5815_20160523	2017-05-23		Reinspection/Followup			
ALVARADO ELEMENTARY SCHOOL	625  DOUGLASS St	San Francisco	CA	94114	37.753684	-122.438696	+14155695695	5815_20151021	2017-10-21	94.0	Routine - Unscheduled	5815_20151021_103161	Low risk vermin infestation	Low Risk
Rhea's Cafe	2200 BRYANT St	San Francisco	CA	94110				71760_20171106	2017-11-06	84.0	Routine - Unscheduled	71760_20171106_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Scoma's Restaurant	Pier 47	San Francisco	CA	94133	37.807972	-122.4177		3446_20160525	2017-05-25	91.0	Routine - Unscheduled	3446_20160525_103103	High risk food holding temperature	High Risk
First Korean Market	4625 Geary Blvd	San Francisco	CA	94118				77973_20160420	2017-04-20	80.0	Routine - Unscheduled	77973_20160420_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Castagnola's Restaurant	286 Jefferson St	San Francisco	CA	94133	37.808098	-122.417194		2933_20170807	2017-08-07	83.0	Routine - Unscheduled	2933_20170807_103154	Unclean or degraded floors walls or ceilings	Low Risk
Bon Appetit Management Co.	555 California St 51st Floor	San Francisco	CA	94104				76142_20160824	2017-08-24	94.0	Routine - Unscheduled	76142_20160824_103148	No thermometers or uncalibrated thermometers	Low Risk
Starbucks	5 03rd St	San Francisco	CA	94103	37.787569	-122.403349		19417_20170224	2017-02-24	96.0	Routine - Unscheduled	19417_20170224_103145	Improper storage of equipment utensils or linens	Low Risk
Baby Blues BBQ San Francisco Inc	3149 Mission St	San Francisco	CA	94110	37.746953	-122.418954		39398_20160923	2017-09-23	90.0	Routine - Unscheduled	39398_20160923_103154	Unclean or degraded floors walls or ceilings	Low Risk
New Chef Hung's Restaurant	823 Clay St	San Francisco	CA	94108	37.794193	-122.406677	+14155396883	62578_20150818	2017-08-18	67.0	Routine - Unscheduled	62578_20150818_103114	High risk vermin infestation	High Risk
Walgreens #00890	135 Powell St	San Francisco	CA	94102				74626_20170125	2017-01-25	94.0	Routine - Unscheduled	74626_20170125_103154	Unclean or degraded floors walls or ceilings	Low Risk
Fish N Gari	1718 Polk St	San Francisco	CA	94109	37.792577	-122.421016		69759_20180305	2017-03-05	75.0	Routine - Unscheduled	69759_20180305_103114	High risk vermin infestation	High Risk
Garibaldis on Presidio	347 Presidio Ave	San Francisco	CA	94115			+14155568841	87647_20180201	2017-02-01	96.0	Routine - Unscheduled	87647_20180201_103144	Unapproved or unmaintained equipment or utensils	Low Risk
OZUMO	161 STEUART St	San Francisco	CA	94105	37.792604	-122.392268		3409_20180212	2017-02-12	86.0	Routine - Unscheduled	3409_20180212_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
YASUKOCHI'S SWEET SHOP	1790 SUTTER St	San Francisco	CA	94115	37.78659	-122.429815	+14155938165	7764_20160603	2017-06-03	96.0	Routine - Unscheduled	7764_20160603_103138	Improper storage use or identification of toxic substances	Low Risk
Wafl	135 4th St.	San Francisco	CA	94103				92405_20170817	2017-08-17		New Ownership			
Spro, LLC	601 Mission Bay Blvd North	San Francisco	CA	94158				91166_20170724	2017-07-24	92.0	Routine - Unscheduled	91166_20170724_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Fei Tian Academy of the Arts California	1950 Page St	San Francisco	CA	94117			+14155433161	85327_20160229	2017-02-28	98.0	Routine - Unscheduled	85327_20160229_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Gourment Noodle House	3751 Geary Blvd	San Francisco	CA	94118			+14155227427	75701_20160125	2017-01-25	67.0	Routine - Unscheduled	75701_20160125_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Subs, Inc.	1300 CASTRO St	San Francisco	CA	94114	37.751137	-122.434095		20327_20171107	2017-11-07	83.0	Routine - Unscheduled	20327_20171107_103142	Unclean nonfood contact surfaces	Low Risk
PICCOLO PETES	2155 BAYSHORE Blvd	San Francisco	CA	94134	37.712686	-122.400903		4588_20150414	2017-04-14	81.0	Routine - Unscheduled	4588_20150414_103107	Improper reheating of food	High Risk
Arts Valero	2985 San Bruno Ave	San Francisco	CA	94134	37.724053	-122.402069		6800_20171004	2017-10-04	91.0	Routine - Unscheduled	6800_20171004_103148	No thermometers or uncalibrated thermometers	Low Risk
Duc Loi Supermarket	2200 MISSION St	San Francisco	CA	94110	37.761637	-122.419385		39776_20160922	2017-09-22	73.0	Routine - Unscheduled	39776_20160922_103139	Improper food storage	Low Risk
Lite Bite	1956 Lombard St	San Francisco	CA	94123	37.800158	-122.433794		67359_20160929	2017-09-29		Reinspection/Followup			
Tin Vietnamese Cuisine	937 Howard St	San Francisco	CA	94103	37.780828	-122.405752		61391_20170418	2017-04-18		Reinspection/Followup	61391_20170418_103161	Low risk vermin infestation	Low Risk
FINAL FINAL	2990 BAKER St	San Francisco	CA	94123	37.798531	-122.445891		4145_20171228	2017-12-28	94.0	Routine - Unscheduled	4145_20171228_103144	Unapproved or unmaintained equipment or utensils	Low Risk
McDonald's	255 Winston St	San Francisco	CA				+14155253309	88524_20170530	2017-05-30	73.0	Routine - Unscheduled	88524_20170530_103130	Inadequate sewage or wastewater disposal	Moderate Risk
Fire of Brazil Express	845 Market St Box A	San Francisco	CA	94103				80280_20160415	2017-04-15	82.0	Routine - Unscheduled	80280_20160415_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Pizzelle Di North Beach	314 Columbus Ave	San Francisco	CA	94133	37.798065	-122.406855		39693_20160518	2017-05-18	86.0	Routine - Unscheduled	39693_20160518_103138	Improper storage use or identification of toxic substances	Low Risk
V16 LLC	3092 16th St	San Francisco	CA	94103				86405_20160706	2017-07-06		Complaint			
Allstars Cafe	98 09th St	San Francisco	CA	94103			+14155864949	85856_20160308	2017-03-08		New Ownership			
Estrella Taqueria	380 Bush St #5	San Francisco	CA	94104				70521_20160601	2017-06-01	82.0	Routine - Unscheduled	70521_20160601_103147	Inadequate ventilation or lighting	Low Risk
Old Mandarin Islamic Restaurant	3132 Vicente St	San Francisco	CA	94116			+14155563481	88339_20160801	2017-08-01		New Ownership			
Sheba Restaurant & Lounge	1419 Fillmore St	San Francisco	CA	94115	37.782764	-122.432634		18606_20160624	2017-06-24	92.0	Routine - Unscheduled	18606_20160624_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Veraci Pizza	32 06th St	San Francisco	CA	94103				79196_20180216	2017-02-16	86.0	Routine - Unscheduled	79196_20180216_103102	Unclean hands or improper use of gloves	High Risk
L & G Vietnamese Sandwich	602 Eddy St	San Francisco	CA	94109			+14155886402	80591_20160129	2017-01-29	57.0	Routine - Unscheduled	80591_20160129_103103	High risk food holding temperature	High Risk
Twin Peaks Pizza and Pasta	1681 Church St	San Francisco	CA	94131			+14155699200	83953_20150722	2017-07-22		New Ownership			
SOUTH BEACH YACHT CLUB	PIER 40	San Francisco	CA	94107	37.78162	-122.387677		4171_20171103	2017-11-03		Reinspection/Followup			
Pizza Zone and Grill	4404 03rd St	San Francisco	CA	94124				87942_20170605	2017-06-05	92.0	Routine - Unscheduled	87942_20170605_103120	Moderate risk food holding temperature	Moderate Risk
MARNEE THAI RESTAURANT	1243 09th Ave	San Francisco	CA	94122	37.758941	-122.48591		3217_20180130	2017-01-30	80.0	Routine - Unscheduled	3217_20180130_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Kettle Corn Star	865 Market St	San Francisco	CA	94103				69290_20160310	2017-03-10		Non-inspection site visit			
Buena Fe	901 16th St	San Francisco	CA	94107			+14155949846	88432_20160901	2017-09-01		New Construction			
El Antigua Cafe Corporation	1131 Taraval St	San Francisco	CA	94116			+14155683259	90110_20170406	2017-04-06		New Construction			
TAIWAN RESTAURANT	445 CLEMENT St	San Francisco	CA	94118	37.782933	-122.464089		2263_20171120	2017-11-20		Complaint	2263_20171120_103109	Unclean or unsanitary food contact surfaces	High Risk
Whole Foods Market	1765 CALIFORNIA St	San Francisco	CA	94109	37.790193	-122.423437		2942_20160815	2017-08-15	90.0	Routine - Unscheduled	2942_20160815_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Little Sheep Mongolian Hot Pot	405 Mason St	San Francisco	CA	94102				76874_20160203	2017-02-03		Complaint			
PERRYS	1944 UNION St	San Francisco	CA	94123	37.797648	-122.431274	+14155929022	3343_20171010	2017-10-10	92.0	Routine - Unscheduled	3343_20171010_103139	Improper food storage	Low Risk
Common Sage	1552 Polk St	San Francisco	CA	94109				84205_20170829	2017-08-29	85.0	Routine - Unscheduled	84205_20170829_103138	Improper storage use or identification of toxic substances	Low Risk
